carrier,flight_number,from city,gate,status,scheduled_time,updated_time
Air Canada,4305,Tulsa| OK,Term 1 - B2,In Air,2020-07-24 13:07:00,2020-07-24 12:46:00
Aer Lingus,6703,Tulsa| OK,Term 1 - B2,In Air,2020-07-24 13:07:00,2020-07-24 12:46:00
Lufthansa,7959,Tulsa| OK,Term 1 - B2,In Air,2020-07-24 13:07:00,2020-07-24 12:46:00
United Airlines,4406,Madison| WI,Term 2 - E4,In Air,2020-07-24 13:08:00,2020-07-24 12:35:00
Lufthansa,8995,Madison| WI,Term 2 - E4,In Air,2020-07-24 13:08:00,2020-07-24 12:35:00
Air Canada,4576,Salt Lake City| UT,Term 1 - B1,In Air,2020-07-24 13:09:00,2020-07-24 12:48:00
Aer Lingus,6365,Salt Lake City| UT,Term 1 - B1,In Air,2020-07-24 13:09:00,2020-07-24 12:48:00
Lufthansa,9023,Salt Lake City| UT,Term 1 - B1,In Air,2020-07-24 13:09:00,2020-07-24 12:48:00
United Airlines,3735,Evansville| IN,Term 2 - F10,In Air,2020-07-24 13:10:00,2020-07-24 12:39:00
LOT Polish Airlines,4402,San Diego| CA,Term 1 - B8,Landed,2020-07-24 13:10:00,2020-07-24 12:24:00
Air Canada,5772,Denver| CO,Term 1 - C16,In Air,2020-07-24 13:10:00,2020-07-24 12:53:00
Aer Lingus,6209,San Diego| CA,Term 1 - B8,Landed,2020-07-24 13:10:00,2020-07-24 12:24:00
All Nippon Airways,7537,Evansville| IN,Term 2 - F10,In Air,2020-07-24 13:10:00,2020-07-24 12:39:00
Austrian Airlines,7732,Denver| CO,Term 1 - C16,In Air,2020-07-24 13:10:00,2020-07-24 12:53:00
Scandinavian Airlines,8760,Denver| CO,Term 1 - C16,In Air,2020-07-24 13:10:00,2020-07-24 12:53:00
Air New Zealand,9807,Toronto,Term 2 - F9,In Air,2020-07-24 13:10:00,2020-07-24 12:30:00
Air New Zealand,2202,Columbus| OH,Term 1 - C23,In Air,2020-07-24 13:11:00,2020-07-24 12:35:00
Air Canada,3041,Milwaukee| WI,Term 2 - F5,In Air,2020-07-24 13:11:00,2020-07-24 12:44:00
United Airlines,4422,Louisville| KY,Term 2 - F4,In Air,2020-07-24 13:11:00,2020-07-24 12:44:00
All Nippon Airways,7423,Columbus| OH,Term 1 - C23,In Air,2020-07-24 13:11:00,2020-07-24 12:35:00
Scandinavian Airlines,8860,Columbus| OH,Term 1 - C23,In Air,2020-07-24 13:11:00,2020-07-24 12:35:00
Lufthansa,9133,Louisville| KY,Term 2 - F4,In Air,2020-07-24 13:11:00,2020-07-24 12:44:00
United Airlines,708,Seattle| WA,Term 1 - B12,In Air,2020-07-24 13:12:00,2020-07-24 12:41:00
LOT Polish Airlines,4374,Los Angeles| CA,Term 1 - B5,In Air,2020-07-24 13:12:00,2020-07-24 12:35:00
Air Canada,5030,Los Angeles| CA,Term 1 - B5,In Air,2020-07-24 13:12:00,2020-07-24 12:35:00
Aer Lingus,6241,Seattle| WA,Term 1 - B12,In Air,2020-07-24 13:12:00,2020-07-24 12:41:00
Lufthansa,7505,Seattle| WA,Term 1 - B12,In Air,2020-07-24 13:12:00,2020-07-24 12:41:00
Austrian Airlines,7704,Seattle| WA,Term 1 - B12,In Air,2020-07-24 13:12:00,2020-07-24 12:41:00
Scandinavian Airlines,8762,Seattle| WA,Term 1 - B12,In Air,2020-07-24 13:12:00,2020-07-24 12:41:00
United Airlines,5144,Decatur| IL,Term 2 - F20,Cancelled,2020-07-24 13:14:00,
American Airlines,2285,Orange County| CA,Term T3 - K10,In Air,2020-07-24 13:15:00,2020-07-24 12:46:00
Alaska Airlines,4483,Orange County| CA,Term T3 - K10,In Air,2020-07-24 13:15:00,2020-07-24 12:46:00
United Airlines,5080,Eau Claire| WI,Term 2 - E10,In Air,2020-07-24 13:15:00,2020-07-24 12:44:00
British Airways,5426,Orange County| CA,Term T3 - K10,In Air,2020-07-24 13:15:00,2020-07-24 12:46:00
WestJet Airlines,6532,New York| NY,Term 2 - E15,In Air,2020-07-24 13:15:00,2020-07-24 12:35:00
Lufthansa,8871,San Antonio| TX,Term 2,Cancelled,2020-07-24 13:15:00,
Air New Zealand,2072,Nashville| TN,Term 1 - B21,In Air,2020-07-24 13:16:00,2020-07-24 12:52:00
Scandinavian Airlines,3970,Nashville| TN,Term 1 - B21,In Air,2020-07-24 13:16:00,2020-07-24 12:52:00
United Airlines,5245,Nashville| TN,Term 1 - B21,In Air,2020-07-24 13:16:00,2020-07-24 12:52:00
Air New Zealand,2086,Boston| MA,Term 1 - B20,In Air,2020-07-24 13:17:00,2020-07-24 12:37:00
Air Canada,5391,Detroit| MI,Term 1 - B3,In Air,2020-07-24 13:17:00,2020-07-24 12:49:00
United Airlines,5721,Boston| MA,Term 1 - B20,In Air,2020-07-24 13:17:00,2020-07-24 12:37:00
All Nippon Airways,7349,Detroit| MI,Term 1 - B3,In Air,2020-07-24 13:17:00,2020-07-24 12:49:00
Austrian Airlines,7722,Detroit| MI,Term 1 - B3,In Air,2020-07-24 13:17:00,2020-07-24 12:49:00
Scandinavian Airlines,8830,Detroit| MI,Term 1 - B3,In Air,2020-07-24 13:17:00,2020-07-24 12:49:00
United Airlines,5138,Paducah| KY,Term 2 - E8,In Air,2020-07-24 13:18:00,2020-07-24 12:48:00
United Airlines,3446,Washington| DC,Term 1 - C31,In Air,2020-07-24 13:19:00,2020-07-24 12:35:00
LOT Polish Airlines,4410,San Francisco| CA,Term 1 - C17,In Air,2020-07-24 13:20:00,2020-07-24 12:46:00
United Airlines,5230,Lincoln| NE,Term 1 - B24,In Air,2020-07-24 13:20:00,2020-07-24 12:52:00
Aer Lingus,6224,San Francisco| CA,Term 1 - C17,In Air,2020-07-24 13:20:00,2020-07-24 12:46:00
Lufthansa,7759,Lincoln| NE,Term 1 - B24,In Air,2020-07-24 13:20:00,2020-07-24 12:52:00
Scandinavian Airlines,8820,San Francisco| CA,Term 1 - C17,In Air,2020-07-24 13:20:00,2020-07-24 12:46:00
American Airlines,3643,Sioux City| IA,Term T3 - G1A,In Air,2020-07-24 13:34:00,2020-07-24 13:02:00
All Nippon Airways,7006,Tokyo,Term 5 - M11,In Air,2020-07-24 13:40:00,2020-07-24 13:04:00
SriLankan Airlines,3170,Doha,Term 5,In Air,2020-07-24 13:45:00,2020-07-24 13:29:00
Qatar Airways,2936,Baltimore| MD,Term T3 - K2,In Air,2020-07-24 13:51:00,2020-07-24 13:09:00
Alaska Airlines,4649,Baltimore| MD,Term T3 - K2,In Air,2020-07-24 13:51:00,2020-07-24 13:09:00
Gulf Air,4302,Jacksonville| FL,Term T3 - L10C,In Air,2020-07-24 13:52:00,2020-07-24 13:18:00
Qatar Airways,7624,Jacksonville| FL,Term T3 - L10C,In Air,2020-07-24 13:52:00,2020-07-24 13:18:00
Alaska Airlines,4293,Washington| DC,Term T3 - K20,In Air,2020-07-24 13:53:00,2020-07-24 13:07:00
American Airlines,3276,Grand Rapids| MI,Term T3 - G19A,Delayed,2020-07-24 13:54:00,2020-07-24 15:33:00
British Airways,6796,Grand Rapids| MI,Term T3 - G19A,Delayed,2020-07-24 13:54:00,2020-07-24 15:33:00
American Airlines,4167,White Plains| NY,Term T3 - L6A,In Air,2020-07-24 13:58:00,2020-07-24 13:18:00
Qatar Airways,7726,White Plains| NY,Term T3 - L6A,In Air,2020-07-24 13:58:00,2020-07-24 13:18:00
American Airlines,4182,Marquette| MI,Term T3 - G11,Scheduled,2020-07-24 13:59:00,2020-07-24 14:09:00
British Airways,5285,Columbus| OH,Term T3 - G14A,Scheduled,2020-07-24 13:59:00,2020-07-24 14:02:00
Qatar Airways,7828,Waterloo| IA,Term T3 - L1A,Scheduled,2020-07-24 13:59:00,2020-07-24 14:02:00
American Airlines,3801,El Paso| TX,Term T3 - K3,In Air,2020-07-24 14:00:00,2020-07-24 13:31:00
Qatar Airways,2425,Las Vegas| NV,Term T3 - H11A,In Air,2020-07-24 14:02:00,2020-07-24 13:26:00
Gulf Air,6612,Las Vegas| NV,Term T3 - H11A,In Air,2020-07-24 14:02:00,2020-07-24 13:26:00
American Airlines,4522,Fayetteville/Springdale/| AR,Term T3 - L4,Departed,2020-07-24 14:03:00,2020-07-24 14:01:00
Qatar Airways,7623,Fayetteville/Springdale/| AR,Term T3 - L4,Departed,2020-07-24 14:03:00,2020-07-24 14:01:00
British Airways,1757,Nashville| TN,Term T3 - G19A,In Air,2020-07-24 14:04:00,2020-07-24 13:29:00
Qatar Airways,2782,Denver| CO,Term T3 - K4,In Air,2020-07-24 14:04:00,2020-07-24 14:00:00
American Airlines,3100,Nashville| TN,Term T3 - G19A,In Air,2020-07-24 14:04:00,2020-07-24 13:29:00
Virgin Atlantic,4410,Salt Lake City| UT,Term 2 - E14,In Air,2020-07-24 14:04:00,2020-07-24 13:40:00
Gulf Air,6858,Denver| CO,Term T3 - K4,In Air,2020-07-24 14:04:00,2020-07-24 14:00:00
AeroMexico,686,Mexico City,Term 5,In Air,2020-07-24 14:05:00,2020-07-24 13:20:00
Qatar Airways,2728,Philadelphia| PA,Term T3 - K9,In Air,2020-07-24 14:05:00,2020-07-24 13:19:00
American Airlines,3296,Kansas City| MO,Term T3 - G13,Departed,2020-07-24 14:06:00,2020-07-24 13:55:00
British Airways,5062,Kansas City| MO,Term T3 - G13,Departed,2020-07-24 14:06:00,2020-07-24 13:55:00
Alaska Airlines,4618,Omaha| NE,Term T3 - L21,Departed,2020-07-24 14:07:00,2020-07-24 14:01:00
Gulf Air,6738,Omaha| NE,Term T3 - L21,Departed,2020-07-24 14:07:00,2020-07-24 14:01:00
American Airlines,3248,St Louis| MO,Term T3 - G5,Scheduled,2020-07-24 14:08:00,2020-07-24 14:08:00
British Airways,4681,St Louis| MO,Term T3 - G5,Scheduled,2020-07-24 14:08:00,2020-07-24 14:08:00
American Airlines,1049,Seattle| WA,Term T3 - H10,In Air,2020-07-24 14:09:00,2020-07-24 13:36:00
Qatar Airways,2870,San Jose| CA,Term T3 - H8,In Air,2020-07-24 14:09:00,2020-07-24 13:33:00
Alaska Airlines,4552,Moline| IL,Term T3 - H2,Scheduled,2020-07-24 14:09:00,2020-07-24 14:16:00
Gulf Air,6660,Seattle| WA,Term T3 - H10,In Air,2020-07-24 14:09:00,2020-07-24 13:36:00
British Airways,6697,San Jose| CA,Term T3 - H8,In Air,2020-07-24 14:09:00,2020-07-24 13:33:00
Malaysia Airlines,9388,Seattle| WA,Term T3 - H10,In Air,2020-07-24 14:09:00,2020-07-24 13:36:00
American Airlines,956,San Diego| CA,Term T3 - K12,In Air,2020-07-24 14:10:00,2020-07-24 13:31:00
Alaska Airlines,4605,Memphis| TN,Term T3 - L8,Departed,2020-07-24 14:10:00,2020-07-24 13:57:00
Gulf Air,6839,San Diego| CA,Term T3 - K12,In Air,2020-07-24 14:10:00,2020-07-24 13:31:00
Qatar Airways,7574,Memphis| TN,Term T3 - L8,Departed,2020-07-24 14:10:00,2020-07-24 13:57:00
American Airlines,2667,Raleigh/Durham| NC,Term T3 - H11B,In Air,2020-07-24 14:12:00,2020-07-24 13:41:00
Alaska Airlines,4399,Raleigh/Durham| NC,Term T3 - H11B,In Air,2020-07-24 14:12:00,2020-07-24 13:41:00
Qatar Airways,7910,Portland| ME,Term T3 - H4,In Air,2020-07-24 14:12:00,2020-07-24 13:46:00
Alaska Airlines,4088,Richmond| VA,Term T3 - L1B,In Air,2020-07-24 14:13:00,2020-07-24 13:46:00
Qatar Airways,7563,Richmond| VA,Term T3 - L1B,In Air,2020-07-24 14:13:00,2020-07-24 13:46:00
Alaska Airlines,4305,Charlotte| NC,Term T3 - H14,In Air,2020-07-24 14:14:00,2020-07-24 13:38:00
Gulf Air,6498,Charlotte| NC,Term T3 - H14,In Air,2020-07-24 14:14:00,2020-07-24 13:38:00
American Airlines,4236,Dayton| OH,Term T3 - G8,Scheduled,2020-07-24 14:15:00,2020-07-24 14:14:00
Alaska Airlines,4586,Dayton| OH,Term T3 - G8,Scheduled,2020-07-24 14:15:00,2020-07-24 14:14:00
British Airways,6794,Traverse City| MI,Term T3 - G20,Scheduled,2020-07-24 14:15:00,2020-07-24 14:16:00
Qatar Airways,7642,Dayton| OH,Term T3 - G8,Scheduled,2020-07-24 14:15:00,2020-07-24 14:14:00
Qatar Airways,7846,Wilmington| NC,Term T3 - L22,Delayed,2020-07-24 14:17:00,2020-07-24 15:25:00
American Airlines,3850,La Crosse| WI,Term T3 - H1A,Scheduled,2020-07-24 14:19:00,2020-07-24 14:24:00
Alaska Airlines,4211,Des Moines| IA,Term T3 - G19,Scheduled,2020-07-24 14:19:00,2020-07-24 14:19:00
British Airways,4734,Des Moines| IA,Term T3 - G19,Scheduled,2020-07-24 14:19:00,2020-07-24 14:19:00
Gulf Air,6730,Tulsa| OK,Term T3 - L2A,Departed,2020-07-24 14:19:00,2020-07-24 14:12:00
Qatar Airways,7814,La Crosse| WI,Term T3 - H1A,Scheduled,2020-07-24 14:19:00,2020-07-24 14:24:00
American Airlines,4126,Fargo| ND,Term T3 - G11,Delayed,2020-07-24 14:20:00,2020-07-24 16:31:00
Gulf Air,4223,Portland| OR,Term T3 - K18,In Air,2020-07-24 14:20:00,2020-07-24 13:52:00
British Airways,6632,Wichita| KS,Term T3 - L3,Departed,2020-07-24 14:20:00,2020-07-24 14:14:00
Qatar Airways,7875,Springfield| MO,Term T3 - G12,Scheduled,2020-07-24 14:20:00,2020-07-24 14:25:00
Cargolux Airlines,9765,Zhengzhou, ,LandedDiversion,2020-07-24 14:20:00,
Volaris,2196,Miami| FL,Term 5 - M2,In Air,2020-07-24 14:24:00,2020-07-24 13:52:00
American Airlines,1258,Dallas-Fort Worth| TX,Term T3 - K13,Departed,2020-07-24 14:46:00,2020-07-24 14:39:00
Frontier Airlines,1152,Orlando| FL,Term 5 - M1,In Air,2020-07-24 14:53:00,2020-07-24 14:11:00
All Nippon Airways,12,Tokyo,Term 5,In Air,2020-07-24 14:55:00,2020-07-24 14:49:00
British Airways,6143,Dublin,Term 5,In Air,2020-07-24 14:55:00,2020-07-24 13:52:00
United Airlines,7926,Tokyo,Term 5,In Air,2020-07-24 14:55:00,2020-07-24 14:49:00
CK,233,Atlanta| GA, ,Scheduled,2020-07-24 15:10:00,
SWISS,3249,Denver| CO,Term 1 - C23,Scheduled,2020-07-24 15:10:00,2020-07-24 15:01:00
Air Canada,5768,Denver| CO,Term 1 - C23,Scheduled,2020-07-24 15:10:00,2020-07-24 15:01:00
Lufthansa,7465,Denver| CO,Term 1 - C23,Scheduled,2020-07-24 15:10:00,2020-07-24 15:01:00
Austrian Airlines,7734,Denver| CO,Term 1 - C23,Scheduled,2020-07-24 15:10:00,2020-07-24 15:01:00
United Airlines,928,London,Term 5 - M16,In Air,2020-07-24 15:15:00,2020-07-24 14:10:00
Air Canada,5363,London,Term 5 - M16,In Air,2020-07-24 15:15:00,2020-07-24 14:10:00
Brussels Airlines,9087,London,Term 5 - M16,In Air,2020-07-24 15:15:00,2020-07-24 14:10:00
American Airlines,2601,Philadelphia| PA,Term T3 - H9,Scheduled,2020-07-24 15:17:00,2020-07-24 15:05:00
Qantas Airways,3001,Los Angeles| CA,Term T3 - K10,In Air,2020-07-24 15:17:00,2020-07-24 14:54:00
British Airways,4342,Los Angeles| CA,Term T3 - K10,In Air,2020-07-24 15:17:00,2020-07-24 14:54:00
Japan Airlines,7522,Los Angeles| CA,Term T3 - K10,In Air,2020-07-24 15:17:00,2020-07-24 14:54:00
Spirit Airlines,176,Austin| TX,Term 3 - L11,Scheduled,2020-07-24 15:19:00,2020-07-24 15:27:00
United Airlines,2783,Zurich,Term 1 - C10,In Air,2020-07-24 15:20:00,2020-07-24 14:44:00
Singapore Airlines,1354,San Francisco| CA,Term 3 - G4,In Air,2020-07-24 15:30:00,2020-07-24 15:09:00
American Airlines,2429,Dallas-Fort Worth| TX,Term T3 - K16,Scheduled,2020-07-24 15:45:00,2020-07-24 15:40:00
Korean Air,3039,Seattle| WA,Term 2 - E11,In Air,2020-07-24 15:45:00,2020-07-24 15:30:00
American Airlines,1092,Washington| DC,Term T3 - K9,Scheduled,2020-07-24 15:50:00,2020-07-24 15:38:00
British Airways,4824,Washington| DC,Term T3 - K9,Scheduled,2020-07-24 15:50:00,2020-07-24 15:38:00
Qatar Airways,2445,Charlotte| NC,Term T3 - K19,Scheduled,2020-07-24 15:55:00,2020-07-24 15:55:00
Spirit Airlines,2873,Denver| CO,Term 3 - L7,Scheduled,2020-07-24 15:56:00,2020-07-24 15:47:00
American Airlines,1398,Fort Myers| FL,Term T3 - H16,Scheduled,2020-07-24 16:06:00,2020-07-24 16:03:00
American Airlines,295,New York| NY,Term T3 - K8,Scheduled,2020-07-24 16:10:00,2020-07-24 16:06:00
Alaska Airlines,4004,New York| NY,Term T3 - K8,Scheduled,2020-07-24 16:10:00,2020-07-24 16:06:00
Cape Air,1155,Quincy| IL,Term 3,Scheduled,2020-07-24 16:11:00,
Sun Country Airlines,261,Minneapolis| MN,Term 5,Scheduled,2020-07-24 16:21:00,
Air Canada,3585,Des Moines| IA,Term 1 - B22,Scheduled,2020-07-24 16:25:00,2020-07-24 16:25:00
Virgin Atlantic,4412,Minneapolis| MN,Term 2 - E17,Scheduled,2020-07-24 16:25:00,2020-07-24 16:25:00
Aer Lingus,6529,Des Moines| IA,Term 1 - B22,Scheduled,2020-07-24 16:25:00,2020-07-24 16:25:00
All Nippon Airways,7207,Des Moines| IA,Term 1 - B22,Scheduled,2020-07-24 16:25:00,2020-07-24 16:25:00
Scandinavian Airlines,8866,Des Moines| IA,Term 1 - B22,Scheduled,2020-07-24 16:25:00,2020-07-24 16:25:00
United Airlines,5113,Muskegon| MI,Term 2 - E5,Scheduled,2020-07-24 16:26:00,2020-07-24 16:26:00
Air Canada,3036,Milwaukee| WI,Term 2 - F18,Scheduled,2020-07-24 16:27:00,2020-07-24 16:27:00
All Nippon Airways,7125,Milwaukee| WI,Term 2 - F18,Scheduled,2020-07-24 16:27:00,2020-07-24 16:27:00
Lufthansa,7829,Jackson| WY,Term 1 - C24,Scheduled,2020-07-24 16:28:00,2020-07-24 16:16:00
Air New Zealand,2346,Newark| NJ,Term 1 - B8,Scheduled,2020-07-24 16:30:00,2020-07-24 16:08:00
Scandinavian Airlines,6862,Newark| NJ,Term 1 - B8,Scheduled,2020-07-24 16:30:00,2020-07-24 16:08:00
All Nippon Airways,7569,Newark| NJ,Term 1 - B8,Scheduled,2020-07-24 16:30:00,2020-07-24 16:08:00
United Airlines,3637,Washington| DC,Term 1 - C8,Scheduled,2020-07-24 16:31:00,2020-07-24 16:31:00
South African Airways,7414,Washington| DC,Term 1 - C8,Scheduled,2020-07-24 16:31:00,2020-07-24 16:31:00
Air New Zealand,2896,St Louis| MO,Term 2 - F25,Scheduled,2020-07-24 16:33:00,2020-07-24 16:33:00
Air Canada,4929,St Louis| MO,Term 2 - F25,Scheduled,2020-07-24 16:33:00,2020-07-24 16:33:00
All Nippon Airways,7451,St Louis| MO,Term 2 - F25,Scheduled,2020-07-24 16:33:00,2020-07-24 16:33:00
American Airlines,2025,Jackson| WY,Term T3 - H11A,Scheduled,2020-07-24 16:34:00,2020-07-24 16:34:00
SWISS,3289,Denver| CO,Term 1 - B7,Scheduled,2020-07-24 16:35:00,2020-07-24 16:30:00
LOT Polish Airlines,4348,Denver| CO,Term 1 - B7,Scheduled,2020-07-24 16:35:00,2020-07-24 16:30:00
United Airlines,5343,Minneapolis| MN,Term 1 - B9,Scheduled,2020-07-24 16:35:00,2020-07-24 16:35:00
Air Canada,5780,Denver| CO,Term 1 - B7,Scheduled,2020-07-24 16:35:00,2020-07-24 16:30:00
Aer Lingus,6336,Minneapolis| MN,Term 1 - B9,Scheduled,2020-07-24 16:35:00,2020-07-24 16:35:00
Lufthansa,7521,Denver| CO,Term 1 - B7,Scheduled,2020-07-24 16:35:00,2020-07-24 16:30:00
Scandinavian Airlines,8854,Minneapolis| MN,Term 1 - B9,Scheduled,2020-07-24 16:35:00,2020-07-24 16:35:00
United Airlines,3822,Appleton| WI,Term 2 - F12,Scheduled,2020-07-24 16:36:00,2020-07-24 16:36:00
United Airlines,5662,Springfield| MO,Term 2 - E10,Scheduled,2020-07-24 16:37:00,2020-07-24 16:37:00
Lufthansa,7947,Springfield| MO,Term 2 - E10,Scheduled,2020-07-24 16:37:00,2020-07-24 16:37:00
Air Canada,5523,Austin| TX,Term 1 - C7,Scheduled,2020-07-24 16:38:00,2020-07-24 16:38:00
Lufthansa,8743,Austin| TX,Term 1 - C7,Scheduled,2020-07-24 16:38:00,2020-07-24 16:38:00
United Airlines,3536,Moline| IL,Term 1 - C4,Scheduled,2020-07-24 16:39:00,2020-07-24 16:39:00
Delta Air Lines,1894,Atlanta| GA,Term 2 - E14,Scheduled,2020-07-24 16:40:00,2020-07-24 16:30:00
United Airlines,2362,Los Angeles| CA,Term 1 - C9,Scheduled,2020-07-24 16:40:00,2020-07-24 16:34:00
EVA Airways,3020,Los Angeles| CA,Term 1 - C9,Scheduled,2020-07-24 16:40:00,2020-07-24 16:34:00
AeroMexico,3223,Atlanta| GA,Term 2 - E14,Scheduled,2020-07-24 16:40:00,2020-07-24 16:30:00
LOT Polish Airlines,4372,Los Angeles| CA,Term 1 - C9,Scheduled,2020-07-24 16:40:00,2020-07-24 16:34:00
Air Canada,5548,Los Angeles| CA,Term 1 - C9,Scheduled,2020-07-24 16:40:00,2020-07-24 16:34:00
Aer Lingus,6162,Los Angeles| CA,Term 1 - C9,Scheduled,2020-07-24 16:40:00,2020-07-24 16:34:00
WestJet Airlines,6533,New York| NY,Term 2 - E15,Scheduled,2020-07-24 16:40:00,2020-07-24 16:20:00
Lufthansa,9240,Los Angeles| CA,Term 1 - C9,Scheduled,2020-07-24 16:40:00,2020-07-24 16:34:00
Scandinavian Airlines,9818,Orlando| FL,Term 1 - B10,Scheduled,2020-07-24 16:40:00,2020-07-24 16:30:00
Aer Lingus,6819,Sioux Falls| SD,Term 2 - E8,Scheduled,2020-07-24 16:41:00,2020-07-24 16:41:00
Air New Zealand,2274,Washington| DC,Term 1 - C30,Scheduled,2020-07-24 16:42:00,2020-07-24 16:42:00
United Airlines,5841,Washington| DC,Term 1 - C30,Scheduled,2020-07-24 16:42:00,2020-07-24 16:42:00
Air New Zealand,2076,Nashville| TN,Term 1 - B20,Scheduled,2020-07-24 16:43:00,2020-07-24 16:43:00
United Airlines,5228,Nashville| TN,Term 1 - B20,Scheduled,2020-07-24 16:43:00,2020-07-24 16:43:00
United Airlines,3641,Fayetteville/Springdale/| AR,Term 1 - C5,Scheduled,2020-07-24 16:45:00,2020-07-24 16:45:00
Air Canada,5185,Dallas-Fort Worth| TX,Term 1 - B11,Scheduled,2020-07-24 16:45:00,2020-07-24 16:27:00
Aer Lingus,6041,Dallas-Fort Worth| TX,Term 1 - B11,Scheduled,2020-07-24 16:45:00,2020-07-24 16:27:00
All Nippon Airways,7603,Dallas-Fort Worth| TX,Term 1 - B11,Scheduled,2020-07-24 16:45:00,2020-07-24 16:27:00
Lufthansa,9163,Boise| ID,Term 1 - B1,Scheduled,2020-07-24 16:45:00,2020-07-24 16:54:00
United Airlines,4401,Little Rock| AR,Term 2 - F17,Scheduled,2020-07-24 16:46:00,2020-07-24 16:46:00
Lufthansa,7657,Little Rock| AR,Term 2 - F17,Scheduled,2020-07-24 16:46:00,2020-07-24 16:46:00
American Airlines,4048,Traverse City| MI,Term T3 - G10,Scheduled,2020-07-24 16:47:00,2020-07-24 16:47:00
Qatar Airways,7742,Traverse City| MI,Term T3 - G10,Scheduled,2020-07-24 16:47:00,2020-07-24 16:47:00
United Airlines,5284,San Antonio| TX,Term 2 - E12,Scheduled,2020-07-24 16:48:00,2020-07-24 16:48:00
Aer Lingus,6676,San Antonio| TX,Term 2 - E12,Scheduled,2020-07-24 16:48:00,2020-07-24 16:48:00
Air New Zealand,2406,Grand Rapids| MI,Term 2 - F19,Scheduled,2020-07-24 16:49:00,2020-07-24 16:49:00
Air Canada,3007,Philadelphia| PA,Term 1 - B6,Scheduled,2020-07-24 16:49:00,2020-07-24 16:49:00
United Airlines,5731,Philadelphia| PA,Term 1 - B6,Scheduled,2020-07-24 16:49:00,2020-07-24 16:49:00
All Nippon Airways,7081,Grand Rapids| MI,Term 2 - F19,Scheduled,2020-07-24 16:49:00,2020-07-24 16:49:00
Scandinavian Airlines,8784,Philadelphia| PA,Term 1 - B6,Scheduled,2020-07-24 16:49:00,2020-07-24 16:49:00
Alaska Airlines,696,Portland| OR,Term 3 - G6,Scheduled,2020-07-24 16:50:00,2020-07-24 16:52:00
Qatar Airways,2849,Cincinnati| OH,Term T3 - L21,Scheduled,2020-07-24 16:51:00,2020-07-24 16:51:00
American Airlines,3396,Cincinnati| OH,Term T3 - L21,Scheduled,2020-07-24 16:51:00,2020-07-24 16:51:00
LOT Polish Airlines,4406,Seattle| WA,Term 1 - C29,Scheduled,2020-07-24 16:51:00,2020-07-24 16:27:00
Aer Lingus,6242,Seattle| WA,Term 1 - C29,Scheduled,2020-07-24 16:51:00,2020-07-24 16:27:00
Turkish Airlines,8610,Seattle| WA,Term 1 - C29,Scheduled,2020-07-24 16:51:00,2020-07-24 16:27:00
Air New Zealand,2714,Omaha| NE,Term 1 - B19,Scheduled,2020-07-24 16:52:00,2020-07-24 16:52:00
United Airlines,5058,Springfield| IL,Term 2 - F9,Scheduled,2020-07-24 16:52:00,2020-07-24 16:52:00
Aer Lingus,6360,Omaha| NE,Term 1 - B19,Scheduled,2020-07-24 16:52:00,2020-07-24 16:52:00
Scandinavian Airlines,8758,Omaha| NE,Term 1 - B19,Scheduled,2020-07-24 16:52:00,2020-07-24 16:52:00
United Airlines,3402,Cedar Rapids| IA,Term 1 - C6,Scheduled,2020-07-24 16:53:00,2020-07-24 16:53:00
Scandinavian Airlines,3948,San Francisco| CA,Term 1 - C18,Scheduled,2020-07-24 16:53:00,2020-07-24 16:25:00
Air Canada,5921,San Francisco| CA,Term 1 - C18,Scheduled,2020-07-24 16:53:00,2020-07-24 16:25:00
Lufthansa,7727,San Francisco| CA,Term 1 - C18,Scheduled,2020-07-24 16:53:00,2020-07-24 16:25:00
Air New Zealand,9301,San Francisco| CA,Term 1 - C18,Scheduled,2020-07-24 16:53:00,2020-07-24 16:25:00
United Airlines,5720,Rapid City| SD,Term 1 - C31,Scheduled,2020-07-24 16:54:00,2020-07-24 16:54:00
Air New Zealand,2702,Oklahoma City| OK,Term 1 - C27,Scheduled,2020-07-24 16:56:00,2020-07-24 16:56:00
United Airlines,5572,Oklahoma City| OK,Term 1 - C27,Scheduled,2020-07-24 16:56:00,2020-07-24 16:56:00
Lufthansa,7929,Oklahoma City| OK,Term 1 - C27,Scheduled,2020-07-24 16:56:00,2020-07-24 16:56:00
Spirit Airlines,2855,Boston| MA,Term 3 - L9,Scheduled,2020-07-24 16:57:00,2020-07-24 16:49:00
Air Canada,3625,New Orleans| LA,Term 1 - C22,Scheduled,2020-07-24 16:57:00,2020-07-24 16:57:00
All Nippon Airways,7557,New Orleans| LA,Term 1 - C22,Scheduled,2020-07-24 16:57:00,2020-07-24 16:57:00
United Airlines,3438,Madison| WI,Term 1 - C1,Scheduled,2020-07-24 16:58:00,2020-07-24 16:58:00
All Nippon Airways,7533,Madison| WI,Term 1 - C1,Scheduled,2020-07-24 16:58:00,2020-07-24 16:58:00
Lufthansa,8985,Madison| WI,Term 1 - C1,Scheduled,2020-07-24 16:58:00,2020-07-24 16:58:00
American Airlines,4114,Sioux Falls| SD,Term T3 - G20,Scheduled,2020-07-24 17:00:00,2020-07-24 17:00:00
United Airlines,5465,Lincoln| NE,Term 2 - F3,Scheduled,2020-07-24 17:00:00,2020-07-24 17:00:00
